Country,Education,Experience,Salary
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,54289.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,63337.0
Poland,Master,15.0,66828.0
Netherlands,Master,4.0,46704.0
France,Master,4.0,64859.0
India,Master,1.0,15358.0
Germany,No College,10.0,97288.0
India,Bachelor,10.0,33504.0
India,Bachelor,7.0,192672.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,49863.0
Norway,Master,20.0,97106.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,10.0,65147.0
United Kingdom of Great Britain and Northern Ireland,Master,10.0,94359.0
Turkey,Bachelor,8.0,20712.0
United Kingdom of Great Britain and Northern Ireland,Master,5.0,64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,16.0,96298.0
United States of America,Post Grad,5.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,49765.0
Netherlands,Bachelor,9.0,87559.0
France,No College,1.0,32429.0
United States of America,Bachelor,15.0,120000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,20.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,41363.0
Netherlands,Bachelor,30.0,75669.0
Germany,Master,6.0,45396.0
Germany,Bachelor,5.0,64860.0
Italy,Bachelor,4.0,14268.0
Germany,No College,19.0,104304.0
Spain,No College,25.0,45401.0
Netherlands,Bachelor,8.0,68647.0
Germany,Bachelor,3.0,33732.0
Germany,Post Grad,10.0,64859.0
Norway,Bachelor,9.0,70132.0
France,No College,5.0,41077.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,24.0,38778.0
United Kingdom of Great Britain and Northern Ireland,No College,25.0,109871.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,64630.0
Netherlands,Master,15.0,162147.0
Sweden,No College,3.0,30684.0
France,Master,3.0,49185.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,51704.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Master,5.0,64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,54289.0
France,No College,6.0,41077.0
Sweden,Master,7.0,73644.0
Germany,Post Grad,3.0,70264.0
India,Bachelor,13.0,45376.0
Switzerland,No College,1.0,91484.0
Spain,Bachelor,6.0,29186.0
United States of America,Bachelor,8.0,129000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,60752.0
France,Master,3.0,43239.0
Poland,Master,9.0,39492.0
Poland,Bachelor,6.0,69864.0
France,Bachelor,5.0,52968.0
United Kingdom of Great Britain and Northern Ireland,Master,20.0,122796.0
Poland,Master,6.0,73406.0
Russian Federation,Master,11.0,79644.0
Netherlands,Master,19.0,75020.0
United Kingdom of Great Britain and Northern Ireland,No College,14.0,73419.0
Netherlands,Master,25.0,51888.0
Spain,Bachelor,20.0,75669.0
Sweden,Master,21.0,76707.0
Spain,No College,7.0,28848.0
Netherlands,No College,20.0,97288.0
United States of America,Bachelor,8.0,110000.0
Germany,Master,15.0,97288.0
Netherlands,Bachelor,24.0,133289.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,87896.0
Switzerland,Bachelor,2.0,81319.0
Netherlands,No College,5.0,46781.0
United Kingdom of Great Britain and Northern Ireland,No College,5.0,51180.0
India,Bachelor,5.0,53055.0
Germany,No College,13.0,76750.0
Canada,Bachelor,22.0,136136.0
Germany,Master,3.0,51888.0
Germany,No College,2.0,38915.0
Switzerland,No College,12.0,118929.0
India,Master,9.0,11169.0
Netherlands,Bachelor,15.0,93408.0
Sweden,Bachelor,6.0,52776.0
Poland,No College,8.0,72385.0
Norway,No College,1.0,15540.0
Italy,Master,6.0,22056.0
India,Bachelor,7.0,11724.0
Poland,No College,7.0,33412.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,104700.0
Germany,Master,1.0,19104.0
Germany,Bachelor,6.0,75669.0
Netherlands,Bachelor,4.0,48000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,25.0,206815.0
India,Master,2.0,25131.0
United Kingdom of Great Britain and Northern Ireland,Master,9.0,109871.0
Spain,Master,1.0,26328.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,21.0,109871.0
France,Master,4.0,36753.0
Netherlands,Bachelor,11.0,74588.0
Poland,Master,8.0,48600.0
United Kingdom of Great Britain and Northern Ireland,No College,30.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,90482.0
Germany,Master,6.0,64860.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,135722.0
Sweden,Master,13.0,76092.0
United Kingdom of Great Britain and Northern Ireland,No College,6.0,45241.0
United Kingdom of Great Britain and Northern Ireland,No College,29.0,82726.0
Switzerland,No College,13.0,81312.0
Poland,Master,11.0,45564.0
United States of America,No College,14.0,143000.0
Germany,No College,7.0,54049.0
France,Master,3.0,38915.0
Switzerland,No College,2.0,111814.0
Switzerland,Master,1.0,70140.0
Germany,Master,11.0,72672.0
India,Master,14.0,25128.0
United Kingdom of Great Britain and Northern Ireland,Master,9.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,103408.0
India,Master,6.0,50268.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,51704.0
United Kingdom of Great Britain and Northern Ireland,Master,6.0,116333.0
Sweden,Bachelor,25.0,58176.0
Netherlands,Bachelor,21.0,58368.0
France,Master,5.0,42158.0
Germany,Master,11.0,32424.0
France,Bachelor,3.0,43131.0
United States of America,Bachelor,10.0,215000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,9.0,67215.0
India,Master,7.0,33508.0
United Kingdom of Great Britain and Northern Ireland,Master,5.0,59459.0
Spain,No College,11.0,75669.0
Germany,No College,6.0,41508.0
United Kingdom of Great Britain and Northern Ireland,Master,5.0,56874.0
United States of America,No College,15.0,130000.0
Netherlands,Bachelor,2.0,35676.0
United States of America,Bachelor,29.0,79000.0
France,No College,12.0,54049.0
Sweden,No College,4.0,36816.0
United Kingdom of Great Britain and Northern Ireland,Master,2.0,48472.0
United States of America,Master,8.0,120000.0
United States of America,Bachelor,14.0,248000.0
United Kingdom of Great Britain and Northern Ireland,Master,3.0,68507.0
Russian Federation,No College,5.0,26988.0
Germany,Master,2.0,67194.0
Spain,No College,10.0,39996.0
Switzerland,Master,17.0,112830.0
Spain,Master,4.0,32429.0
United Kingdom of Great Britain and Northern Ireland,Master,5.0,51704.0
Italy,No College,18.0,124853.0
Spain,Bachelor,25.0,64859.0
United States of America,Bachelor,29.0,155000.0
France,Post Grad,14.0,58373.0
United States of America,Bachelor,12.0,250000.0
Sweden,Master,14.0,73644.0
Spain,No College,11.0,21408.0
Germany,No College,30.0,64859.0
Germany,Bachelor,12.0,70264.0
India,Master,10.0,26527.0
Italy,No College,0.5,10380.0
India,Bachelor,13.0,58644.0
Germany,Bachelor,17.0,86478.0
Netherlands,No College,4.0,38915.0
Spain,Post Grad,1.0,19458.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,90482.0
Brazil,Bachelor,5.0,14568.0
Netherlands,Bachelor,4.0,45396.0
Switzerland,Master,2.0,101649.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,4.0,80141.0
United States of America,Bachelor,17.0,130000.0
Australia,Bachelor,12.0,160343.0
Germany,Bachelor,5.0,76536.0
United States of America,No College,11.0,132500.0
Norway,No College,26.0,77145.0
Switzerland,Master,6.0,132143.0
Netherlands,Bachelor,5.0,35776.0
India,Bachelor,6.0,15912.0
India,Bachelor,6.0,69809.0
United States of America,No College,28.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,20.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,3.0,48472.0
France,Post Grad,8.0,37834.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,24559.0
United Kingdom of Great Britain and Northern Ireland,Master,11.0,131845.0
Canada,Bachelor,19.0,98321.0
United Kingdom of Great Britain and Northern Ireland,No College,3.0,34900.0
United States of America,No College,7.0,110600.0
Sweden,Bachelor,16.0,104316.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,21.0,61556.0
Australia,Bachelor,7.0,80172.0
United Kingdom of Great Britain and Northern Ireland,Master,19.0,116333.0
Italy,Post Grad,21.0,73420.0
Canada,Master,22.0,89245.0
Germany,Bachelor,7.0,62916.0
Norway,Bachelor,7.0,65816.0
France,Bachelor,3.0,24000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,23.0,168037.0
United States of America,Master,23.0,115000.0
India,Bachelor,1.0,25131.0
United States of America,Bachelor,8.0,150000.0
Russian Federation,No College,0.5,12000.0
United States of America,Bachelor,12.0,125000.0
Brazil,Bachelor,2.0,21996.0
United States of America,Master,5.0,170009.0
Sweden,Master,4.0,80000.0
Italy,Bachelor,10.0,18156.0
Italy,No College,3.0,29511.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,90482.0
Spain,Bachelor,12.0,38915.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,31022.0
France,Master,22.0,54049.0
Brazil,No College,8.0,10776.0
Germany,Master,7.0,86478.0
Israel,Bachelor,5.0,108564.0
United States of America,Bachelor,3.0,70000.0
Germany,Bachelor,1.0,43239.0
United States of America,Master,26.0,150000.0
United States of America,Bachelor,27.0,105000.0
Germany,No College,10.0,129720.0
Brazil,Bachelor,21.0,27492.0
Canada,Bachelor,18.0,95295.0
Brazil,Master,25.0,50395.0
Germany,Post Grad,5.0,71345.0
United States of America,Bachelor,30.0,126000.0
Poland,Bachelor,10.0,73680.0
United States of America,Bachelor,5.0,91000.0
Turkey,Master,16.0,25644.0
Germany,Bachelor,5.0,64860.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,43302.0
Germany,Bachelor,12.0,75669.0
Italy,No College,12.0,45942.0
Norway,Bachelor,2.0,48553.0
India,Bachelor,6.0,34904.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,64630.0
Poland,Bachelor,5.0,41004.0
Israel,Master,10.0,245160.0
Germany,Bachelor,4.0,51888.0
India,Bachelor,3.0,12396.0
United States of America,Bachelor,25.0,160000.0
Italy,No College,15.0,58373.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,20.0,81433.0
United States of America,Master,3.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,155111.0
United States of America,Master,37.0,250000.0
Australia,Bachelor,7.0,90193.0
Spain,Master,3.0,17952.0
Brazil,Bachelor,13.0,137436.0
Germany,No College,4.0,36324.0
United States of America,Master,12.0,174000.0
Brazil,No College,11.0,28860.0
United States of America,Bachelor,32.0,113000.0
United States of America,Master,18.0,125000.0
Poland,Bachelor,2.0,17316.0
Spain,Master,3.0,29186.0
Sweden,No College,2.0,51552.0
Brazil,Post Grad,10.0,34360.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,84019.0
United States of America,Master,20.0,132000.0
United States of America,Master,10.0,78000.0
France,Master,10.0,133160.0
Russian Federation,Bachelor,5.0,27600.0
Poland,Bachelor,3.0,25824.0
Canada,Bachelor,13.0,60505.0
United States of America,Master,33.0,80000.0
United Kingdom of Great Britain and Northern Ireland,No College,8.0,51704.0
France,Master,15.0,56211.0
United States of America,Bachelor,13.0,175000.0
United States of America,Bachelor,20.0,128000.0
Germany,Master,14.0,75669.0
Russian Federation,Master,6.0,18876.0
United States of America,Bachelor,30.0,75000.0
Spain,No College,3.0,30267.0
United States of America,Bachelor,12.0,175000.0
United States of America,Master,9.0,225000.0
Switzerland,No College,1.0,28056.0
Norway,Bachelor,0.5,51790.0
Russian Federation,Bachelor,2.0,19536.0
Russian Federation,Post Grad,13.0,56616.0
Spain,Bachelor,4.0,33510.0
United States of America,Bachelor,17.0,180000.0
Norway,Bachelor,11.0,75527.0
United Kingdom of Great Britain and Northern Ireland,Master,12.0,180963.0
Switzerland,Bachelor,4.0,106731.0
Germany,Post Grad,11.0,84316.0
Brazil,Bachelor,8.0,50395.0
Italy,Bachelor,16.0,52968.0
India,Bachelor,9.0,32172.0
Sweden,Bachelor,4.0,67021.0
United States of America,Bachelor,13.0,158000.0
United Kingdom of Great Britain and Northern Ireland,Master,10.0,94359.0
United States of America,Bachelor,24.0,80000.0
United States of America,Master,20.0,170000.0
Germany,Master,30.0,84312.0
United States of America,Master,26.0,167000.0
Germany,Bachelor,5.0,59454.0
Brazil,Master,3.0,24744.0
Spain,Post Grad,6.0,74047.0
Poland,Bachelor,5.0,39492.0
Brazil,No College,2.0,11820.0
Canada,Bachelor,4.0,64287.0
Netherlands,Bachelor,6.0,72426.0
United States of America,No College,12.0,60000.0
United States of America,Bachelor,41.0,150000.0
United States of America,Bachelor,11.0,97600.0
United States of America,Bachelor,20.0,150000.0
Italy,No College,4.0,32429.0
Brazil,No College,10.0,68724.0
Canada,No College,25.0,64287.0
Norway,No College,4.0,48552.0
Germany,Bachelor,5.0,48644.0
Russian Federation,Master,15.0,56616.0
United States of America,No College,0.5,90000.0
United States of America,Bachelor,13.0,150000.0
Israel,Master,24.0,140088.0
Norway,Master,27.0,112211.0
France,Master,1.0,12972.0
United States of America,Bachelor,11.0,135000.0
United States of America,Bachelor,21.0,180000.0
United States of America,Master,9.0,190000.0
United States of America,No College,30.0,81000.0
United States of America,Bachelor,18.0,150000.0
France,Master,10.0,46482.0
Netherlands,Bachelor,4.0,40212.0
Israel,Bachelor,5.0,29772.0
United States of America,Bachelor,20.0,152000.0
Sweden,Master,9.0,55224.0
Switzerland,No College,2.0,11592.0
United Kingdom of Great Britain and Northern Ireland,No College,7.0,77556.0
Sweden,Bachelor,24.0,54000.0
Italy,No College,0.5,12972.0
United Kingdom of Great Britain and Northern Ireland,Master,10.0,73678.0
France,Bachelor,20.0,86478.0
United States of America,Bachelor,20.0,135000.0
United States of America,Bachelor,8.0,103775.0
United States of America,Master,25.0,110000.0
United States of America,No College,9.0,85000.0
Germany,Bachelor,12.0,91883.0
Spain,No College,2.0,21620.0
United States of America,No College,11.0,93000.0
India,Bachelor,5.0,26527.0
United States of America,Bachelor,6.0,220000.0
India,Bachelor,7.0,41885.0
Canada,Bachelor,3.0,60505.0
Brazil,Bachelor,11.0,54972.0
Germany,Master,4.0,59454.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,13.0,71093.0
United States of America,Bachelor,17.0,150000.0
Netherlands,Bachelor,16.0,82155.0
United Kingdom of Great Britain and Northern Ireland,Master,0.5,32315.0
United States of America,No College,25.0,180000.0
United Kingdom of Great Britain and Northern Ireland,No College,9.0,51704.0
Australia,Bachelor,2.0,55118.0
Italy,Bachelor,5.0,103774.0
Israel,Bachelor,38.0,150600.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,32315.0
Norway,Master,15.0,129474.0
Brazil,Master,6.0,41691.0
Canada,Bachelor,15.0,68824.0
United States of America,No College,7.0,150000.0
Brazil,Bachelor,3.0,26664.0
Canada,Bachelor,8.0,71850.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,77556.0
United States of America,Bachelor,37.0,103000.0
United States of America,Post Grad,5.0,132000.0
Brazil,Bachelor,3.0,30240.0
Switzerland,Post Grad,24.0,124260.0
Brazil,Bachelor,9.0,25198.0
United States of America,No College,26.0,100000.0
United Kingdom of Great Britain and Northern Ireland,No College,5.0,64630.0
Germany,Bachelor,3.0,56751.0
Turkey,Bachelor,3.0,11832.0
Poland,No College,1.0,12144.0
United States of America,Master,8.0,137000.0
United States of America,Master,14.0,108275.0
Brazil,No College,5.0,13740.0
Brazil,Bachelor,2.0,30237.0
Germany,Master,4.0,63564.0
Germany,Bachelor,3.0,57072.0
Spain,Master,2.0,35672.0
United States of America,Bachelor,18.0,150000.0
Poland,Master,3.0,30372.0
United States of America,Master,15.0,99250.0
Brazil,Bachelor,11.0,19236.0
United States of America,Master,10.0,187000.0
France,Master,11.0,39564.0
Israel,No College,3.0,47280.0
United States of America,Bachelor,10.0,120000.0
Canada,Bachelor,7.0,66556.0
United States of America,Bachelor,5.0,145000.0
Germany,No College,11.0,77831.0
United States of America,Bachelor,6.0,125000.0
India,Master,16.0,55847.0
United States of America,Bachelor,35.0,120000.0
Canada,Bachelor,16.0,76388.0
Brazil,Bachelor,4.0,45814.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,129259.0
United States of America,Bachelor,24.0,123300.0
Sweden,No College,2.0,45513.0
United States of America,Bachelor,35.0,200000.0
United States of America,Master,20.0,230000.0
Germany,Bachelor,5.0,71340.0
United States of America,No College,8.0,77800.0
United States of America,Master,10.0,120000.0
Germany,No College,5.0,43239.0
Netherlands,Master,6.0,53184.0
United States of America,Bachelor,10.0,210000.0
United States of America,Master,10.0,123450.0
Brazil,Bachelor,6.0,27492.0
United States of America,Bachelor,6.0,103000.0
France,Master,2.0,35028.0
Brazil,Bachelor,13.0,123696.0
Netherlands,No College,12.0,65940.0
United States of America,Bachelor,10.0,73000.0
Brazil,Bachelor,13.0,54972.0
United States of America,Bachelor,1.0,56500.0
United States of America,Bachelor,15.0,155000.0
United States of America,No College,1.0,62400.0
Brazil,Bachelor,3.0,42149.0
Italy,Master,6.0,25546.0
United States of America,Master,42.0,155000.0
United States of America,Bachelor,8.0,70000.0
Sweden,Bachelor,3.0,41422.0
United States of America,No College,17.0,110000.0
United States of America,Master,16.0,195000.0
United States of America,Post Grad,11.0,170000.0
United States of America,Bachelor,21.0,178000.0
Australia,No College,10.0,90193.0
Italy,No College,10.0,32429.0
India,Bachelor,3.0,30716.0
United States of America,No College,10.0,100000.0
United States of America,Bachelor,1.0,156000.0
Netherlands,Bachelor,10.0,118908.0
Germany,Master,5.0,58368.0
Germany,Post Grad,23.0,81074.0
United States of America,Bachelor,3.0,65000.0
United Kingdom of Great Britain and Northern Ireland,Master,19.0,116333.0
Brazil,Bachelor,13.0,60480.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,3.0,56874.0
United States of America,Master,9.0,151900.0
United States of America,Bachelor,5.0,117000.0
Italy,Post Grad,4.0,27025.0
United States of America,Bachelor,7.0,130000.0
United States of America,Bachelor,20.0,120000.0
United States of America,Bachelor,9.0,110000.0
Brazil,Bachelor,3.0,12372.0
Brazil,Bachelor,2.0,14292.0
Brazil,Bachelor,15.0,90708.0
Brazil,No College,0.5,11453.0
Canada,Master,5.0,86976.0
Netherlands,Master,0.5,55130.0
Canada,Master,13.0,121010.0
Germany,Bachelor,9.0,68102.0
Italy,No College,22.0,44100.0
United Kingdom of Great Britain and Northern Ireland,Master,9.0,72385.0
United Kingdom of Great Britain and Northern Ireland,Master,0.5,27144.0
Poland,Master,15.0,95000.0
India,Master,7.0,26808.0
United States of America,Bachelor,4.0,75000.0
Spain,No College,30.0,19458.0
Brazil,Bachelor,5.0,45241.0
United States of America,No College,8.0,160000.0
Sweden,No College,7.0,49704.0
Germany,Bachelor,17.0,81074.0
Switzerland,Master,21.0,152473.0
United States of America,Bachelor,4.0,120000.0
Canada,No College,18.0,94539.0
United States of America,Bachelor,3.0,43000.0
United States of America,Bachelor,13.0,113300.0
United States of America,Master,14.0,142000.0
Canada,No College,10.0,90758.0
Brazil,Bachelor,3.0,30240.0
United States of America,No College,11.0,175000.0
United States of America,No College,3.0,70000.0
United States of America,Post Grad,3.0,93000.0
United States of America,No College,31.0,105000.0
Italy,Bachelor,31.0,38916.0
United States of America,Master,36.0,104000.0
United States of America,Bachelor,11.0,70000.0
United States of America,Bachelor,5.0,160000.0
Turkey,Bachelor,1.0,17748.0
United States of America,No College,20.0,90000.0
United States of America,Bachelor,0.5,69000.0
Germany,Master,4.0,56211.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,54289.0
United States of America,Bachelor,10.0,130000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,24.0,232667.0
United States of America,No College,20.0,150000.0
United States of America,Bachelor,3.0,105000.0
United States of America,Master,3.0,91500.0
United States of America,Master,20.0,165000.0
United States of America,No College,15.0,110000.0
Germany,Master,20.0,102693.0
United States of America,Bachelor,23.0,165000.0
United States of America,Bachelor,14.0,110000.0
United States of America,Master,11.0,125000.0
United States of America,Bachelor,25.0,105000.0
United States of America,Master,8.0,160000.0
Australia,Bachelor,10.0,79503.0
United States of America,Bachelor,8.0,62000.0
Canada,Bachelor,10.0,56723.0
Brazil,No College,3.0,16488.0
United States of America,No College,25.0,174000.0
United States of America,Bachelor,9.0,104000.0
Poland,Bachelor,7.0,44040.0
United States of America,Bachelor,8.0,130000.0
India,Bachelor,6.0,19546.0
United States of America,Bachelor,1.0,65000.0
United States of America,Bachelor,6.0,115000.0
United States of America,Master,5.0,113000.0
United States of America,Bachelor,2.0,110000.0
France,Master,4.0,38915.0
Canada,Bachelor,10.0,151263.0
United States of America,Bachelor,20.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,36968.0
Netherlands,No College,7.0,78371.0
United States of America,Bachelor,5.0,137000.0
Brazil,Bachelor,6.0,34356.0
Germany,Bachelor,7.0,75669.0
Norway,No College,21.0,134869.0
United States of America,No College,2.0,65000.0
Germany,Master,12.0,81074.0
Germany,Master,3.0,30480.0
France,Master,12.0,43239.0
Norway,Bachelor,12.0,107895.0
Germany,Bachelor,19.0,86478.0
United States of America,Bachelor,10.0,220000.0
Canada,Master,21.0,90758.0
United States of America,Bachelor,3.0,125000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,36193.0
United States of America,Bachelor,12.0,134000.0
United States of America,Bachelor,10.0,122000.0
Canada,No College,24.0,121010.0
France,Master,2.0,36213.0
Brazil,Master,4.0,41232.0
Sweden,No College,21.0,60756.0
United States of America,Bachelor,9.0,87000.0
Russian Federation,Post Grad,20.0,84924.0
United States of America,Bachelor,23.0,190000.0
United States of America,Bachelor,22.0,125000.0
United States of America,Bachelor,22.0,225000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,20.0,73678.0
Poland,Master,14.0,51637.0
Brazil,Master,12.0,23364.0
United States of America,Bachelor,1.0,72000.0
France,No College,4.0,27240.0
United States of America,Bachelor,26.0,140000.0
United States of America,Post Grad,22.0,150000.0
Brazil,Bachelor,12.0,32988.0
India,Bachelor,7.0,16182.0
United States of America,Bachelor,29.0,195000.0
United States of America,Bachelor,24.0,145000.0
United States of America,No College,12.0,135000.0
United States of America,Master,24.0,208000.0
France,Master,10.0,39996.0
United States of America,Bachelor,29.0,121000.0
Brazil,No College,6.0,39852.0
United States of America,Master,8.0,175000.0
France,Master,4.0,33228.0
United States of America,Bachelor,21.0,147000.0
Sweden,No College,15.0,100644.0
United States of America,Bachelor,2.0,100000.0
United States of America,Bachelor,26.0,92000.0
United States of America,Bachelor,10.0,150000.0
Norway,Bachelor,10.0,64737.0
Netherlands,Bachelor,4.0,51888.0
Brazil,Bachelor,4.0,33540.0
Spain,Master,1.0,22701.0
United States of America,Bachelor,7.0,77460.0
Italy,Master,30.0,77832.0
United States of America,No College,20.0,150000.0
United States of America,Bachelor,2.0,65000.0
Netherlands,Post Grad,6.0,81074.0
United States of America,Bachelor,14.0,175000.0
United States of America,Bachelor,25.0,120000.0
France,Bachelor,15.0,48644.0
United States of America,Master,9.0,135000.0
Germany,Master,10.0,57292.0
United States of America,Master,1.0,61200.0
India,Bachelor,2.0,16754.0
United States of America,Bachelor,12.0,116000.0
Turkey,Bachelor,2.0,15780.0
Spain,Bachelor,13.0,58913.0
Brazil,Bachelor,2.0,30240.0
United Kingdom of Great Britain and Northern Ireland,No College,15.0,71093.0
United States of America,Bachelor,12.0,85000.0
United States of America,Master,2.0,66000.0
Canada,Master,3.0,105884.0
United States of America,Bachelor,0.5,60000.0
United States of America,No College,32.0,202000.0
United States of America,No College,14.0,140000.0
United States of America,No College,12.0,120000.0
India,Bachelor,4.0,23460.0
Canada,No College,19.0,151263.0
Netherlands,Master,17.0,72060.0
Brazil,Bachelor,12.0,56723.0
United States of America,No College,14.0,80000.0
Canada,Bachelor,7.0,245802.0
United States of America,No College,4.0,105000.0
Brazil,Post Grad,6.0,28634.0
United States of America,No College,25.0,100000.0
Canada,Bachelor,4.0,75631.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,51704.0
United States of America,No College,25.0,130000.0
United States of America,Bachelor,17.0,140000.0
United States of America,No College,4.0,62000.0
Netherlands,Post Grad,0.5,38916.0
United States of America,Bachelor,48.0,100000.0
Turkey,Bachelor,10.0,78900.0
Germany,Post Grad,5.0,60535.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,19.0,71093.0
India,Bachelor,12.0,135429.0
United States of America,Master,16.0,130000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,71093.0
Germany,No College,15.0,38916.0
United States of America,Master,3.0,90000.0
United States of America,Master,16.0,160000.0
United States of America,Bachelor,5.0,75000.0
United States of America,Bachelor,23.0,180000.0
Germany,Bachelor,24.0,79128.0
United States of America,Bachelor,4.0,106000.0
United States of America,Bachelor,32.0,96000.0
United States of America,Bachelor,12.0,145000.0
United States of America,Bachelor,27.0,106000.0
United States of America,Master,9.0,100000.0
United States of America,Bachelor,10.0,200000.0
United States of America,No College,15.0,170000.0
Germany,Master,2.0,57672.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,62691.0
United States of America,Bachelor,10.0,185000.0
Italy,Master,23.0,64859.0
United States of America,Bachelor,15.0,130000.0
United States of America,Bachelor,8.0,100000.0
United States of America,Master,3.0,121000.0
Canada,Bachelor,10.0,83194.0
United States of America,No College,10.0,120000.0
United States of America,Bachelor,6.0,243275.0
United States of America,Bachelor,35.0,155000.0
United States of America,No College,10.0,96000.0
United States of America,Bachelor,10.0,98000.0
Brazil,Bachelor,12.0,31608.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,47826.0
Sweden,Bachelor,8.0,67500.0
United States of America,Bachelor,10.0,48800.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,96945.0
India,Bachelor,3.0,15084.0
United States of America,No College,29.0,120000.0
United States of America,Bachelor,10.0,150000.0
United States of America,Bachelor,6.0,74000.0
United States of America,Bachelor,1.0,192000.0
United States of America,Master,9.0,110000.0
France,Master,3.0,56211.0
Italy,Master,7.0,38915.0
United States of America,Master,13.0,160000.0
United States of America,No College,2.0,71000.0
United States of America,Master,22.0,182000.0
United States of America,Bachelor,30.0,222000.0
Netherlands,Master,5.0,78101.0
Italy,Bachelor,15.0,44320.0
United States of America,No College,34.0,116000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,38778.0
France,Master,7.0,162147.0
India,Bachelor,3.0,10896.0
Canada,No College,7.0,75631.0
United States of America,Bachelor,8.0,145000.0
United States of America,Bachelor,26.0,150000.0
United States of America,Master,11.0,155000.0
India,Bachelor,2.0,13956.0
United States of America,Bachelor,8.0,102000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,22.0,54289.0
Germany,Master,22.0,95550.0
United Kingdom of Great Britain and Northern Ireland,No College,33.0,64630.0
Brazil,Master,10.0,82464.0
United States of America,Post Grad,15.0,200000.0
United States of America,Bachelor,12.0,100000.0
United States of America,Bachelor,4.0,72000.0
United States of America,Bachelor,3.0,65000.0
United States of America,Bachelor,10.0,100000.0
France,No College,11.0,101649.0
United States of America,Bachelor,8.0,90000.0
Netherlands,Bachelor,15.0,52308.0
United States of America,Bachelor,10.0,107000.0
Brazil,Bachelor,5.0,22907.0
United States of America,Bachelor,3.0,79040.0
United States of America,Master,5.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Master,8.0,58167.0
Turkey,Bachelor,4.0,12816.0
Sweden,Bachelor,13.0,79776.0
